model,price,reviews,sells,url,vendor
,164.70,553,8,https://produto.mercadolivre.com.br/MLB-2069538305-roteador-wireless-tp-link-archer-c21-ac750-dualband-branco-_JM,
,657,33,3,https://produto.mercadolivre.com.br/MLB-2624670371-access-point-ubiquiti-liteap-lap-120-_JM,
,710,7,9,https://produto.mercadolivre.com.br/MLB-2182717490-roteador-mikrotik-routerboard-hex-poe-rb960pgs-bivolt-_JM,
,854,39,1,https://produto.mercadolivre.com.br/MLB-2699904974-roteador-huawei-ws5800-ac2200-100v240v-2-unidades-_JM,
,388.98,119,61,https://produto.mercadolivre.com.br/MLB-1199978958-roteador-modem-dwr-922b-3g-4g-para-uso-com-chip-antena-rural-_JM,
,369,587,2,https://produto.mercadolivre.com.br/MLB-2642237497-access-point-roteador-wi-fi-mesh-tp-link-deco-m4-branco-_JM,
,357.28,301,36,https://produto.mercadolivre.com.br/MLB-2054686549-roteador-intelbras-twibi-giga-mesh-24-a-5-ghz-180m2-nfe-_JM,
,769,6,157,https://produto.mercadolivre.com.br/MLB-1771145247-kit-internet-4g-amplimax-fit-elsys-roteador-cabos-kit-_JM,
,129.88,32,177,https://produto.mercadolivre.com.br/MLB-716561681-roteador-a-cabo-dsl-de-8-portas-tp-link-tl-r860-ip-qos-_JM,
,96.92,"1,229",18,https://produto.mercadolivre.com.br/MLB-1980749999-roteador-wireless-n-mercury-300-mbps-mw301r-branco-24hz-_JM,
,154.90,252,36,https://produto.mercadolivre.com.br/MLB-1847961800-roteador-mercusys-alta-potencia-1000mw-quebra-parede-_JM,
,114.90,969,39,https://produto.mercadolivre.com.br/MLB-1921065903-repetidor-xiaomi-mi-pro-300m-preto-100v240v-_JM,
,103.90,758,127,https://produto.mercadolivre.com.br/MLB-1069704411-roteador-wireless-tplink-mercusys-mw301r-300mbps-envio-24hs-_JM,
,160,163,124,https://produto.mercadolivre.com.br/MLB-2679562837-extensor-wireless-d-link-n150-powerline-dhp-w221av-usado-_JM,
,49.90,12,12,https://produto.mercadolivre.com.br/MLB-2163896828-roteador-d-link-150mbps-wireless-1-antena-di-524-lacrado-_JM,
,719,15,1,https://produto.mercadolivre.com.br/MLB-2642288518-access-pointwi-fi-mesh-tp-link-deco-m4-branco-2-unid-_JM,
,399,43,2,https://produto.mercadolivre.com.br/MLB-2614967677-roteador-wireless-com-6-antenas-d-link-dir-3040-ac3000-exo-s-_JM,
,26.90,10,330,https://produto.mercadolivre.com.br/MLB-1686151542-suporte-roteador-tp-link-deco-m9-plus-para-parede-teto-_JM,
,214.50,"1,661",2,https://produto.mercadolivre.com.br/MLB-1827012819-roteador-wireless-smart-dual-band-action-rf-1200-intelbras-_JM,
,472,"1,123",6,https://produto.mercadolivre.com.br/MLB-2060947513-extensor-repetidor-tp-link-re450-ac1750-dual-band-onemesh-_JM,
,1418.17,"1,112",6,https://produto.mercadolivre.com.br/MLB-2015325150-roteador-wi-fi-mesh-tp-link-deco-m5-bivolt-3-unidades-_JM,
,739,559,12,https://produto.mercadolivre.com.br/MLB-2098626036-access-point-indoor-ubiquiti-unifi-ac-lite-ap-uap-ac-lite-_JM,
,102.64,"2,462",36,https://produto.mercadolivre.com.br/MLB-1948122727-roteador-tp-link-300mbps-2-antenas-tl-wr840n-w-preset-_JM,
,652.89,7,137,https://produto.mercadolivre.com.br/MLB-758859441-modem-roteador-aquario-desbloqueado-3g-4g-wifi-md4000-_JM,
,304.56,4,110,https://produto.mercadolivre.com.br/MLB-1593274900-repetidor-sem-fio-wi-fi-24g-5ghz-longo-alcance-1200mbps-_JM,
,759,6,109,https://produto.mercadolivre.com.br/MLB-1176777120-amplimax-elsys-4g-internet-e-telefone-rural-rolo-cabo-20m-_JM,
,1579,58,1,https://produto.mercadolivre.com.br/MLB-2663090210-access-point-sistema-wi-fi-mesh-decox20-branco-2-unid-_JM,
,129.70,336,7,https://produto.mercadolivre.com.br/MLB-1577988068-roteador-3-antenas-sem-fio-300mbps-wireless-wi-fi-multilaser-_JM,
,748,559,6,https://produto.mercadolivre.com.br/MLB-2698142644-access-point-ubiquiti-unifi-uap-ac-lite-2450ghz-867mbps-_JM,
,74.50,12,169,https://produto.mercadolivre.com.br/MLB-731796170-repetidor-de-sinal-wireless-300mbps-melhor-que-tp-d-link-_JM,
,374.50,30,10,https://produto.mercadolivre.com.br/MLB-2203175708-roteador-tp-link-archer-c64-ac1200-gigabit-dual-band-_JM,
,143.89,384,21,https://produto.mercadolivre.com.br/MLB-2130111563-repetidor-wifi-4-antenas-amplificador-de-sinal-2800m-pixlink-_JM,
,241.08,248,10,https://produto.mercadolivre.com.br/MLB-2612134949-roteador-wireless-dual-band-ac1200-gigabit-_JM,
,17.51,7,582,https://produto.mercadolivre.com.br/MLB-1814114113-suporte-de-parede-triangular-para-roteador-tp-link-m5-oferta-_JM,
,294.90,145,3,https://produto.mercadolivre.com.br/MLB-2216372063-roteador-intelbras-gf-1200-preto-bivolt-110v-220v-_JM,
,364.99,7,23,https://produto.mercadolivre.com.br/MLB-2004882005-repetidor-tp-link-re305-branco-_JM,
,274,30,1,https://produto.mercadolivre.com.br/MLB-2201083073-repetidor-roteador-multilaser-re017-_JM,
,948,17,5,https://produto.mercadolivre.com.br/MLB-2662837848-access-point-roteador-tp-link-eap225-outdoor-omada-ac1200-_JM,
,237,515,32,https://produto.mercadolivre.com.br/MLB-1794960052-roteador-tp-link-archer-c60-v2-ac1350-2450ghz-mu-mimo-_JM,
,259.20,420,265,https://produto.mercadolivre.com.br/MLB-1781866243-roteador-cabeado-tp-link-dual-wan-tl-r470t-load-balance-_JM,
,739,14,5,https://produto.mercadolivre.com.br/MLB-2218262035-mikrotik-routerboard-rb-d53ig-5hacd2hnd-hap-ac3-l4-24-58-_JM,
,2345.28,58,2,https://produto.mercadolivre.com.br/MLB-2026104979-roteador-wi-fi-mesh-tp-link-deco-x20-3-unidades-v2-bivolt-_JM,
,450,149,2,https://produto.mercadolivre.com.br/MLB-2682361241-sistema-wi-fi-mesh-tenda-mw3-branco-100v240v-2-unidades-_JM,
,855.28,140,6,https://produto.mercadolivre.com.br/MLB-2015068196-roteador-wifi-6-dual-band-gigabit-archer-ax50-_JM,
,1299,299,5,https://produto.mercadolivre.com.br/MLB-1979438879-access-point-ubiquiti-unifi-ac-pro-ap-uap-ac-pro-branco-_JM,
,69.99,11,301,https://produto.mercadolivre.com.br/MLB-1456774126-repetidor-sinal-wifi-wireless-300mbps-replicador-sem-fio-_JM,
,206.74,887,34,https://produto.mercadolivre.com.br/MLB-1299043317-repetidor-tp-link-wi-fi-ac750-re200-_JM,
,810,33,126,https://produto.mercadolivre.com.br/MLB-986530209-ubiquiti-lap-120-br-liteap-ac-16dbi-5ghz-450-mbps-120-_JM,
,86.90,5,22,https://produto.mercadolivre.com.br/MLB-1950203892-roteador-24ghz-2-antenas-10100-linksys-wrt54g-com-nfe-_JM,
,104.90,329,2,https://produto.mercadolivre.com.br/MLB-2071222143-roteador-repetidor-tp-link-tl-wr829n-multimodo-300mbps-_JM,
,1620,712,2,https://produto.mercadolivre.com.br/MLB-2092421528-rb-750gr3-hex-routerboard-mikrotik-880mhz-256mb-l4-_JM,
,699,15,3,https://produto.mercadolivre.com.br/MLB-2642298599-access-point-roteadorwi-fi-mesh-tp-link-deco-m4-v1-2-unid-_JM,
,1810,6,2,https://produto.mercadolivre.com.br/MLB-2003053028-roteador-tp-link-load-balance-gigabit-tl-er7206-_JM,
,398,7,124,https://produto.mercadolivre.com.br/MLB-1305780594-roteador-wireless-tp-link-archer-c6-ac1200-gigabit-1001000-wi-fi-dual-band-mu-mimo-1200-mbps-_JM,
,90.99,969,113,https://produto.mercadolivre.com.br/MLB-1829367372-repetidor-xiaomi-mi-pro-300m-preto-100v240v-_JM,
,467.90,149,3,https://produto.mercadolivre.com.br/MLB-1351601484-roteador-mesh-mw3-kit-com-2-pecas-tenda-_JM,
,1445,"1,112",9,https://produto.mercadolivre.com.br/MLB-1749162428-roteador-tp-link-deco-m5-3-pack-branco-100v240v-3-unid-_JM,
,349.88,"3,217",21,https://produto.mercadolivre.com.br/MLB-938968479-roteador-wireless-n-450mbps-alta-potncia-tp-link-tl-wr941hp-_JM,
,69.90,40,1366,https://produto.mercadolivre.com.br/MLB-1757222674-repetidor-amplificador-melhora-sinal-wifi-300mbps-botao-wps-_JM,
,200,"1,661",4,https://produto.mercadolivre.com.br/MLB-1588692471-roteador-smart-action-rf-1200-intelbras-_JM,
,1523,299,5,https://produto.mercadolivre.com.br/MLB-1594771025-access-point-ubiquiti-ap-ac-pro-5ghz-24ghz-1750mbps-enterpr-_JM,
,389.90,43,4,https://produto.mercadolivre.com.br/MLB-2692343856-sistema-wi-fi-mesh-roteador-d-link-dir-3040-preto-100v240v-_JM,
,305.66,"2,369",89,https://produto.mercadolivre.com.br/MLB-1758013810-roteador-tp-link-ac1200-c6-fullgigabit-dual-band-v320-pre-_JM,
,499,"2,462",3,https://produto.mercadolivre.com.br/MLB-1766343019-kit-com-5-pcs-roteador-tp-link-tl-wr840n-provedor-_JM,
,730.58,7,1,https://produto.mercadolivre.com.br/MLB-2682828290-sistema-wi-fi-mesh-d-link-covr-1103-100v240v-3-unidades-_JM,
,1229,299,17,https://produto.mercadolivre.com.br/MLB-2102496343-access-point-outdoor-access-unifi-ac-pro-ap-uap-ac-pro-_JM,
,113.40,89,9,https://produto.mercadolivre.com.br/MLB-2212760783-roteador-xiaomi-mi-router-4c-novonotaoriginal-_JM,
,339.99,"2,128",17,https://produto.mercadolivre.com.br/MLB-2101774114-roteador-gigabit-101001000-rg1200-super-quebra-parede-_JM,
,223.81,202,3,https://produto.mercadolivre.com.br/MLB-2073458194-roteador-twibi-fast-wi-fi-5-mesh-intelbras-_JM,
,346.06,158,2294,https://produto.mercadolivre.com.br/MLB-1299074713-roteador-tp-link-wireless-gigabit-mu-mimo-ac1200-archer-c6-_JM,
,185.92,"1,571",1,https://produto.mercadolivre.com.br/MLB-1572178569-roteador-tp-link-archer-db-ac750-c20w-_JM,
,374.99,"2,128",8,https://produto.mercadolivre.com.br/MLB-1977747948-roteador-rg1200-intelbras-giga-internet-acima-de-200-megas-_JM,
,224.99,602,2,https://produto.mercadolivre.com.br/MLB-2117316944-roteador-mercusys-ac12g-v1-dual-band-gigabit-ac1200-_JM,
,186.90,145,9,https://produto.mercadolivre.com.br/MLB-2168566913-roteador-intelbras-wireless-gf-1200-4-portas-dual-wi-force-_JM,
,1400,349,1,https://produto.mercadolivre.com.br/MLB-2707189113-roteador-tp-link-archer-c5-v4-branco-10-unidades-_JM,
,359.90,"3,217",245,https://produto.mercadolivre.com.br/MLB-1005823921-roteador-wireless-atravessa-paredes-tp-link-tl-wr-941hp-_JM,
,103.40,109,15,https://produto.mercadolivre.com.br/MLB-1356103173-roteador-wifi-300mbps-n301-tenda-_JM,
,1198,18,1,https://produto.mercadolivre.com.br/MLB-2073254438-roteador-access-point-tp-link-eap245-wireless-ac1750-_JM,
,75,6,95,https://produto.mercadolivre.com.br/MLB-1857007107-repetidor-de-sinal-wifi-2-antenas-1200mbps-amplificador-_JM,
,578.89,712,204,https://produto.mercadolivre.com.br/MLB-1083356930-mikrotik-routerboard-rb-750-gr3-880-mhz-5-lan-_JM,
,1024.20,4,101,https://produto.mercadolivre.com.br/MLB-1888721666-roteador-mesh-tp-link-deco-m9-plus-ac2200-c-hub-zigbee-_JM,
,62.56,955,888,https://produto.mercadolivre.com.br/MLB-1655452290-repetidor-de-sinal-wifi-preco-bom-expansor-wireless-internet-_JM,
,1949,41,2,https://produto.mercadolivre.com.br/MLB-2642371325-roteador-mesh-tp-link-deco-m9-plus-ac2200-triband-pack-2-v2-_JM,
,2033.33,13,7,https://produto.mercadolivre.com.br/MLB-1956099818-roteador-mikrotik-routerboard-rb4011igs5hacq2hnd-in-_JM,
,179.99,"8,739",18,https://produto.mercadolivre.com.br/MLB-1710429567-repetidor-de-sinal-wireless-wi-fi-tp-link-tl-wa850re-300mbps-_JM,
,899.10,110,117,https://produto.mercadolivre.com.br/MLB-2027861029-google-wi-fi-roteador-mesh-ac1200-1-unidade-_JM,
,149,553,36,https://produto.mercadolivre.com.br/MLB-1874206377-roteador-wireless-dual-band-ac750-cfunco-preset-archer-c21-_JM,
,778.99,587,26,https://produto.mercadolivre.com.br/MLB-1227564139-tp-link-deco-m42-pack-whole-home-mesh-wi-fi-ac1200-dual-ba-_JM,
,338.90,"2,369",7,https://produto.mercadolivre.com.br/MLB-1835350826-access-point-roteador-tp-link-archer-c6-oferta-premium-_JM,
,1153.34,43,6,https://produto.mercadolivre.com.br/MLB-1364931722-kit-5-unidades-access-point-tp-link-300mbps-eap110-_JM,
,93.30,5,94,https://produto.mercadolivre.com.br/MLB-1832011053-repetidor-sinal-wireless-wifi-extensor-600mbps-de-velocidade-_JM,
,4295,299,1,https://produto.mercadolivre.com.br/MLB-2642015710-ubnt-uf-wifi-br-ufiber-onu-gpon-wifi-4p-gigabit-apc-kit10pcs-_JM,
,1269,8,133,https://produto.mercadolivre.com.br/MLB-1503769980-kit-amplimax-4g-internet-rural-telefone-roteador-e-cabos-_JM,
,263.12,61,22,https://produto.mercadolivre.com.br/MLB-2166541110-repetidor-wi-fi-4-portas-101001000-ipv6-1200ac-greatek-_JM,
,226.71,602,9,https://produto.mercadolivre.com.br/MLB-2057186878-roteador-wifi-ac12g-mercusys-gigabit-dual-band-4-antenas-_JM,
,126.72,"2,462",31,https://produto.mercadolivre.com.br/MLB-1845867239-roteador-wifi-tp-link-wr840n-300mbps-c-funco-repetidor-_JM,
,279,191,2,https://produto.mercadolivre.com.br/MLB-1879675093-roteador-tp-link-tl-mr3020-branco-_JM,
,349.90,687,1488,https://produto.mercadolivre.com.br/MLB-1384703333-roteador-tp-link-archer-c5-w-ac1200-wireless-dual-band-_JM,
,2100,"2,462",1,https://produto.mercadolivre.com.br/MLB-2688778555-roteador-tp-link-tl-wr840n-849n-com-fontes-50und-_JM,
,350,687,527,https://produto.mercadolivre.com.br/MLB-1187500546-roteador-tp-link-wireless-wifi-archer-c5-ac1200-dual-band-gigabit-envios-24hs-_JM,
,341.98,141,19,https://produto.mercadolivre.com.br/MLB-2009574622-roteador-gigabit-mercusys-dual-band-ac1900-mr50g-envios-24hs-_JM,
,99.99,667,5,https://produto.mercadolivre.com.br/MLB-1904943125-roteador-d-link-n300-mbps-tr-069-preset-2-antenas-dir-615-x1-_JM,
,274.32,"2,111",88,https://produto.mercadolivre.com.br/MLB-1560701761-roteador-wireless-tp-link-300mbps-quebra-parede-wi-fi-_JM,
,1578.17,"1,112",214,https://produto.mercadolivre.com.br/MLB-1729421992-roteador-tp-link-mesh-wireless-ac1300-cx-3-un-deco-m5-_JM,
,2097.90,"1,112",1,https://produto.mercadolivre.com.br/MLB-1676914734-kit-3-pecas-repetidor-gigabit-wi-fi-deco-m5-ac1300-tplink-_JM,
,335,"3,217",4,https://produto.mercadolivre.com.br/MLB-1802850757-roteador-tp-link-tl-wr941hp-wireless-n-450mbps-1000mw-8dbi-_JM,
,309.90,151,1,https://produto.mercadolivre.com.br/MLB-2690925287-roteador-wireless-d-link-mu-mimo-gigabit-ac1300-preto-dir853-_JM,
,114.90,"5,289",404,https://produto.mercadolivre.com.br/MLB-1811697803-repetidor-wifi-4-antenas-amplificador-de-sinal-500mbs-link-_JM,
,1516.16,6,12,https://produto.mercadolivre.com.br/MLB-2149411047-roteador-load-balance-tp-link-gigabit-multi-wan-tl-er7206-_JM,
,482,162,2,https://produto.mercadolivre.com.br/MLB-1921976674-access-point-roteador-tp-link-archer-ax10-preto-_JM,
,78.30,9,134,https://produto.mercadolivre.com.br/MLB-1816053304-roteador-repetidor-wireless-sinal-forte-wifi-repeater-600mbp-_JM,
,169.99,"8,739",2,https://produto.mercadolivre.com.br/MLB-1892941934-repetidor-tp-link-tl-wa850re-branco-_JM,
,146.08,466,1,https://produto.mercadolivre.com.br/MLB-2670558972-roteador-wifi-multilaser-wireless-4-antenas-dual-24ghz-_JM,
,317.99,141,30,https://produto.mercadolivre.com.br/MLB-1982907368-roteador-mercusys-mr50g-ac1900-gigabit-dual-band-245ghz-_JM,
,108.89,969,6,https://produto.mercadolivre.com.br/MLB-2011192356-repetidor-xiaomi-mi-pro-300m-preto-100v240v-_JM,
,878.24,39,5,https://produto.mercadolivre.com.br/MLB-2178771670-roteador-huawei-ws5800-ac2200-wi-fi-mesh-triband-kit-com-2-_JM,
,98.86,969,1,https://produto.mercadolivre.com.br/MLB-2633983449-repetidor-range-extender-xiaomi-mi-pro-r03-preto-100v240v-_JM,
,950,559,6,https://produto.mercadolivre.com.br/MLB-2678322914-access-point-indoor-wmm-ubiquiti-unifi-ac-lite-ap-uap-ac-li-_JM,
,1559.96,423,2,https://produto.mercadolivre.com.br/MLB-1631947857-roteador-tp-link-deco-e4-wireless-ac1200-sistema-mesh-3-pack-_JM,
,1879.99,41,9,https://produto.mercadolivre.com.br/MLB-2135925684-roteador-mesh-tp-link-deco-m9-plus-ac2200-triband-pack-c-2-_JM,
,900,121,1,https://produto.mercadolivre.com.br/MLB-2707537286-mikrotik-routerboard-sxt-lite5-rbsxt5ndr2-5unidades--_JM,
,1380,"4,972",4,https://produto.mercadolivre.com.br/MLB-2668981265-kit-20-roteador-tp-link-archer-c20-com-fontes-resetados-_JM,
,1125,747,1,https://produto.mercadolivre.com.br/MLB-2675838783-30-roteador-intelbras-iwr-3000n-com-fonte-brancos-testados-_JM,
,293.69,"6,675",2,https://produto.mercadolivre.com.br/MLB-1626020886-router-tp-link-archer-db-ac1350-_JM,
,523.50,140,36,https://produto.mercadolivre.com.br/MLB-1388097486-roteador-wi-fi-intelbras-ap360-p-400m2-300mbps-100-usuarios-_JM,
,499,712,6,https://produto.mercadolivre.com.br/MLB-2208602222-roteador-mikrotik-routerboard-hex-rb750gr3-_JM,
,159,400,13,https://produto.mercadolivre.com.br/MLB-2083231855-roteador-wifi-wireless-ac-1200-100mb-4-antenas-dual-band-_JM,
,331.53,147,2,https://produto.mercadolivre.com.br/MLB-2674729060-roteador-tp-link-archer-c6-ac1200-wireless-gigabite-dual-_JM,
,105,"2,462",1,https://produto.mercadolivre.com.br/MLB-2705820516-roteador-wireless-n-300mbps-tp-link-tl-wr840n-_JM,
,222.74,"1,661",12,https://produto.mercadolivre.com.br/MLB-1970440866-roteador-intelbras-rf1200-wireless-action-smart-dual-band-_JM,
,1360,"1,112",121,https://produto.mercadolivre.com.br/MLB-1749097458-roteador-tp-link-deco-m5-3-pack-branco-3-unidades-_JM,
,1100,367,2,https://produto.mercadolivre.com.br/MLB-2613500807-roteador-bridge-mikrotik-routerboard-rb3011uias-rm-preto-_JM,
,2450,"1,033",4,https://produto.mercadolivre.com.br/MLB-2651834398-kit-com-50-roteador-intelbras-rf-301k-_JM,
,240,"6,675",7,https://produto.mercadolivre.com.br/MLB-1813487643-roteador-tp-link-archer-c60-branco-_JM,
,580,882,6,https://produto.mercadolivre.com.br/MLB-2698090295-kit-10-unidades-roteador-d-link-dir-819-_JM,
,99.99,"5,289",9,https://produto.mercadolivre.com.br/MLB-1229486128-repetidor-wifi-4-antenas-amplificador-de-sinal-pixlink-_JM,
,1099.76,46,19,https://produto.mercadolivre.com.br/MLB-1778343733-access-point-omada-eap225-ac1350-gigabit-2-anos-de-garantia-_JM,
,120.49,"1,229",1,https://produto.mercadolivre.com.br/MLB-1933647237-roteador-mercusys-wireless-n-300mbps-mw301r-nf-e-_JM,
,309.88,376,3,https://produto.mercadolivre.com.br/MLB-2101309919-roteador-tp-link-archer-c6-v32-ac1200-mu-mimo-gigabit-_JM,
,484.03,14,20,https://produto.mercadolivre.com.br/MLB-1603858560-roteador-wireless-tp-link-dual-band-gigabit-ac1350-ec230-g1-_JM,
,1898,58,6,https://produto.mercadolivre.com.br/MLB-1721692312-kit-2-pecas-repetidor-ax1800-wi-fi-6-mesh-deco-x20-tp-link-_JM,
,662.30,73,9,https://produto.mercadolivre.com.br/MLB-2198622468-roteador-gigabit-tplink-er605-vpn-omada-cloud-preto-bivolt-_JM,
,1625.64,6,2,https://produto.mercadolivre.com.br/MLB-2149394110-roteador-balanceador-de-carga-gigabit-tp-link-tl-er7206-_JM,
,280.69,247,15,https://produto.mercadolivre.com.br/MLB-1973282772-roteador-wifi-duaband-gamer-ac10-gigabit-tenda-ac1200-_JM,
,219.99,395,3,https://produto.mercadolivre.com.br/MLB-2629378884-roteador-wireless-mimo-ac1200-d-link-dir-842-bivolt-_JM,
,1029,60,5,https://produto.mercadolivre.com.br/MLB-2663101066-sistema-wi-fi-mesh-access-point-roteador-wmmdeco-x60-v3-_JM,
,219.70,"1,130",4,https://produto.mercadolivre.com.br/MLB-2117751685-roteador-wireless-dual-band-867mbps-archer-c50-ac1200-tplink-_JM,
,187.20,"4,972",92,https://produto.mercadolivre.com.br/MLB-1018123102-roteador-wireless-ac-tplink-archer-c20-dual-band-750mbps-_JM,
,236.43,191,12,https://produto.mercadolivre.com.br/MLB-1633389554-roteador-tp-link-portatil-3g4g-tl-mr3020-_JM,
,109,"2,462",155,https://produto.mercadolivre.com.br/MLB-1773089851-roteador-tp-link-wireless-tl-wr840nw-n300-300mbps-_JM,
,218.17,444,7,https://produto.mercadolivre.com.br/MLB-2005444604-repetidor-tp-link-re200-branco-_JM,
,99.90,969,2,https://produto.mercadolivre.com.br/MLB-2096746806-repetidor-xiaomi-mi-wi-fi-range-extender-pro-preto-100v240v-_JM,
,84.99,32,543,https://produto.mercadolivre.com.br/MLB-1687145780-repetidor-amplificador-de-sinal-wifi-300mbps-botao-wps-_JM,
,275,"6,675",7,https://produto.mercadolivre.com.br/MLB-1142968474-archer-c60-ac-1350mb-roteador-s-fio-5-ant-5dbi-tp-link-2504-_JM,
,633,73,4,https://produto.mercadolivre.com.br/MLB-2609985464-roteador-tp-link-safestream-tl-er605-v10-preto-_JM,
,1011.12,6,7,https://produto.mercadolivre.com.br/MLB-2151088224-sistema-wi-fi-mesh-tp-link-deco-m4-bivolt-3-un-ac1200-branco-_JM,
,6140,22,2,https://produto.mercadolivre.com.br/MLB-2004685380-mikrotik-cloud-core-router-ccr1016-12s-1s-_JM,
,389,14,3,https://produto.mercadolivre.com.br/MLB-2650392543-access-point-mikrotik-routerboard-rbsxtsq5nd-l3-lite5-_JM,
,839.90,240,621,https://produto.mercadolivre.com.br/MLB-1575384044-unifi-indoor-uap-ac-lite-mimo-2450ghz-300867mbps-_JM,
,228.12,180,2,https://produto.mercadolivre.com.br/MLB-2612541347-roteador-ac-1200-com-4-antenas-mercusys-dual-band-barato-nfe-_JM,
,189.90,53,28,https://produto.mercadolivre.com.br/MLB-2064969451-repetidor-wireless-tp-link-re200-dual-band-24-5ghz-_JM,
,849,58,1,https://produto.mercadolivre.com.br/MLB-2671471526-access-point-roteadorwi-fi-mesh-tp-link-deco-x20-branco-_JM,
,165.69,710,4,https://produto.mercadolivre.com.br/MLB-2022963139-roteador-tp-link-archer-c21-branco-_JM,
,219,602,5,https://produto.mercadolivre.com.br/MLB-1827249594-roteador-mercusys-ac12g-preto-_JM,
,374.99,"2,128",5,https://produto.mercadolivre.com.br/MLB-1977749196-roteador-rg1200-intelbras-giga-internet-ate-1000-megas-_JM,
,245.52,4,85,https://produto.mercadolivre.com.br/MLB-1402965377-repetidor-sem-fio-wi-fi-tp-link-re200-ac750-dual-band-5ghz-_JM,
,109.90,"5,289",61,https://produto.mercadolivre.com.br/MLB-1935945474-repetidor-wifi-4-antenas-amplificador-sinal-2800m-original-_JM,
,158.39,"1,033",1,https://produto.mercadolivre.com.br/MLB-1717646270-roteador-wifi-intelbras-rf-301k-300mbps-2-antenas-5-dbi-full-_JM,
,456.15,9,163,https://produto.mercadolivre.com.br/MLB-1811823034-roteador-deco-e3-ac1200-sistema-wi-fi-mesh-2-pack-tp-link-_JM,
,840,12,156,https://produto.mercadolivre.com.br/MLB-1397698675-link-4g-amplimax-elsys-internet-e-celular-rural-cabo-20-mt-_JM,
,409,347,18,https://produto.mercadolivre.com.br/MLB-1865712807-conjunto-roteador-wireless-mesh-twibi-fast-intelbras-2-un-_JM,
,109.90,384,21,https://produto.mercadolivre.com.br/MLB-2193239669-repetidor-wifi-2800m-4-antenas-pixlink-amplificador-500mbps-_JM,
,199.23,887,37,https://produto.mercadolivre.com.br/MLB-1255684940-repetidor-wifi-dual-band-tplink-ac750-245ghz-_JM,
,1033.06,20,6,https://produto.mercadolivre.com.br/MLB-1980666522-roteador-xiaomi-ax6000-dual-band-4kqam-mesh-wi-fi6lacrado-_JM,
,210,87,21,https://produto.mercadolivre.com.br/MLB-1405243739-mikrotik-routerboard-rb-931-2nd-l4-hap-mini-tipo-rb750-_JM,
Orbi,2565,7,58,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-netgear-orbi-rbk50-branco-2-unidades/p/MLB9141031?pdp_filters=category:MLB5867,Netgear
,259.49,64,1,https://produto.mercadolivre.com.br/MLB-2011941235-roteador-tp-link-load-balance-tl-r470t-preto-110v220v-_JM,
,292.93,"6,675",115,https://produto.mercadolivre.com.br/MLB-1633563560-roteador-tp-link-wireless-dual-band-ac-1350-archer-c60-_JM,
,2820.49,41,7,https://produto.mercadolivre.com.br/MLB-2065812550-tp-link-deco-m9-plus-3-pack-mesh-wi-fi-ac2200-tri-band-v2-_JM,
,188.10,"2,438",186,https://produto.mercadolivre.com.br/MLB-827241603-roteador-tplink-wireless-tl-wr949n-450mbps-3-antenas-5-dbi-_JM,
,530.82,437,1,https://produto.mercadolivre.com.br/MLB-2097266496-roteador-mesh-twibi-giga-ac1200-dual-band-unidade-4750078-_JM,
,118.64,184,30,https://produto.mercadolivre.com.br/MLB-1744602497-repetidor-mercusys-wi-fi-300mbps-mw300re-_JM,
,425.03,"1,490",3,https://produto.mercadolivre.com.br/MLB-1826800747-roteador-repetidor-intelbras-action-rg-1200-dual-band-giga-_JM,
,321.90,420,8,https://produto.mercadolivre.com.br/MLB-1865622467-load-balance-roteador-tl-r470t-tp-link-4x-wan-4x-lan-_JM,
,382.39,7,11,https://produto.mercadolivre.com.br/MLB-1264371107-roteador-tp-link-tl-wr820n-wireless-300mbps-2-antenas-2lan-_JM,
,69.99,10,228,https://produto.mercadolivre.com.br/MLB-1726086066-repetidor-amplificador-de-sinal-wifi-300mbps-botao-wps-_JM,
,198.88,125,23,https://produto.mercadolivre.com.br/MLB-875110771-roteador-wireless-dual-band-ac1200-tp-link-archer-c50-2-ant-_JM,
,1289,299,3,https://produto.mercadolivre.com.br/MLB-2102515901-access-point-outdoorubiquiti-netwac-pro-ap-uap-ac-pro-_JM,
,349.99,"2,128",23,https://produto.mercadolivre.com.br/MLB-1804078163-roteador-repetidor-access-point-intelbras-action-rg-1200-_JM,
,1685,137,104,https://produto.mercadolivre.com.br/MLB-1319670154-mikrotik-routerboard-rb-4011igsrm-_JM,
,129.90,4,62,https://produto.mercadolivre.com.br/MLB-1178002497-watchdog-sempre-conectado-controle-internet-reset-plug-_JM,
,450,14,1,https://produto.mercadolivre.com.br/MLB-1958963516-access-point-outdoor-mikrotik-sxtsq-lite5-rbsxtsq5nd-_JM,
,349,747,3,https://produto.mercadolivre.com.br/MLB-2659491226-10-fonte-ubiquit-24v-05a-com-cabo-de-energia-limpas-tudo-ok-_JM,
,1379.49,299,7,https://produto.mercadolivre.com.br/MLB-1560886379-ubiquiti-unifi-uap-ac-pro-24-e-5-ghz-_JM,
,529,72,20,https://produto.mercadolivre.com.br/MLB-1621161298-roteador-ubiquiti-networks-edgerouter-edgerouter-x-er-x-pret-_JM,
,196.02,349,142,https://produto.mercadolivre.com.br/MLB-1532120019-roteador-sem-fio-tp-link-wr-940n-wireless-450mbps-3-antenas-_JM,
